Name,Platform,Publisher,Genre,Metascore,User_Score,Release_Year
God of War II,PS2,Sony Computer Entertainment,Action,93.0,8.9,2007.0
Fallout: New Vegas,X360,Bethesda Softworks,Role-Playing,84.0,8.1,2010.0
Forza Motorsport 2,X360,Microsoft Game Studios,Racing,90.0,8.3,2007.0
Carnival Games,Wii,Take-Two Interactive,Misc,56.0,6.0,2007.0
Watch Dogs,PS4,Ubisoft,Action,80.0,6.3,2014.0
Tekken Tag Tournament,PS2,Namco Bandai Games,Fighting,85.0,8.5,2000.0
Far Cry 4,PS4,Ubisoft,Shooter,85.0,7.7,2014.0
Left 4 Dead 2,X360,Electronic Arts,Shooter,89.0,8.6,2009.0
The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,Role-Playing,92.0,9.2,2015.0
Assassin's Creed: Unity,PS4,Ubisoft,Action,70.0,4.9,2014.0
Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,Action,87.0,7.6,2015.0
The Legend of Zelda: Skyward Sword,Wii,Nintendo,Action,93.0,8.0,2011.0
Fallout 3,PS3,Bethesda Softworks,Role-Playing,90.0,8.0,2008.0
Professor Layton and the Diabolical Box,DS,Nintendo,Puzzle,84.0,8.8,2007.0
EA Sports Active,Wii,Electronic Arts,Sports,81.0,8.7,2009.0
Tony Hawk's Underground,PS2,Activision,Sports,90.0,8.7,2003.0
Monster Hunter 4 Ultimate,3DS,Nintendo,Role-Playing,86.0,8.7,2014.0
The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,Role-Playing,94.0,8.1,2011.0
NBA 2K16,PS4,Take-Two Interactive,Sports,87.0,6.7,2015.0
Tekken 5,PS2,Namco Bandai Games,Fighting,88.0,8.6,2005.0
MotorStorm,PS3,Sony Computer Entertainment,Racing,84.0,7.4,2006.0
World Soccer Winning Eleven 8 International,PS2,Konami Digital Entertainment,Sports,91.0,9.1,2004.0
Sports Champions,PS3,Sony Computer Entertainment,Sports,76.0,7.9,2010.0
Call of Duty: Ghosts,PS4,Activision,Shooter,78.0,3.7,2013.0
Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,Misc,59.0,4.0,2007.0
Tom Clancy's The Division,PS4,Ubisoft,Shooter,80.0,7.0,2016.0
Big Brain Academy: Wii Degree,Wii,Nintendo,Misc,68.0,6.9,2007.0
LEGO Indiana Jones: The Original Adventures,X360,Activision,Action,77.0,7.5,2008.0
The Sims: Unleashed,PC,Electronic Arts,Simulation,79.0,8.0,2002.0
Harry Potter and the Sorcerer's Stone,PS,Electronic Arts,Action,64.0,7.5,2001.0
Super Paper Mario,Wii,Nintendo,Platform,85.0,7.9,2007.0
Spyro: Year of the Dragon,PS,Sony Computer Entertainment,Platform,91.0,8.8,2000.0
Assassin's Creed IV: Black Flag,PS3,Ubisoft,Action,88.0,8.1,2013.0
FIFA Soccer 2005,PS2,Electronic Arts,Sports,81.0,7.6,2004.0
Tony Hawk's Pro Skater 4,PS2,Activision,Sports,94.0,8.5,2002.0
MySims,DS,Electronic Arts,Simulation,67.0,7.3,2007.0
Midnight Club 3: DUB Edition,PSP,Take-Two Interactive,Racing,74.0,8.4,2005.0
SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Shooter,82.0,7.9,2002.0
Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,Platform,90.0,8.7,2001.0
Pro Evolution Soccer 2008,PS2,Konami Digital Entertainment,Sports,82.0,7.9,2007.0
Resident Evil 4,PS2,Capcom,Action,96.0,8.9,2005.0
Guitar Hero: World Tour,Wii,Activision,Misc,86.0,7.6,2008.0
FIFA Soccer 10,PS3,Electronic Arts,Sports,91.0,7.6,2009.0
Star Wars: Battlefront,PS2,LucasArts,Shooter,82.0,8.7,2004.0
The Simpsons: Road Rage,PS2,Electronic Arts,Racing,64.0,7.7,2001.0
Luigi's Mansion,GC,Nintendo,Action,78.0,8.5,2001.0
Battlefield 4,PS4,Electronic Arts,Shooter,85.0,6.9,2013.0
Star Wars: Battlefront II,PS2,LucasArts,Shooter,84.0,9.0,2005.0
Cooking Mama 2: Dinner With Friends,DS,505 Games,Simulation,70.0,8.0,2007.0
Grand Theft Auto: Liberty City Stories,PS2,Take-Two Interactive,Action,78.0,7.8,2006.0
The Getaway,PS2,Sony Computer Entertainment,Action,72.0,6.8,2002.0
James Bond 007: Agent Under Fire,PS2,Electronic Arts,Shooter,72.0,7.9,2001.0
FIFA Soccer 11,X360,Electronic Arts,Sports,88.0,7.5,2010.0
Left 4 Dead,X360,Electronic Arts,Shooter,89.0,7.9,2008.0
Assassin's Creed: Unity,XOne,Ubisoft,Action,72.0,4.1,2014.0
Resident Evil 5,X360,Capcom,Action,83.0,7.5,2009.0
Assassin's Creed: Brotherhood,X360,Ubisoft,Action,89.0,8.3,2010.0
Battlefield 4,PS3,Electronic Arts,Shooter,80.0,5.8,2013.0
Batman: Arkham Asylum,X360,Eidos Interactive,Action,92.0,8.7,2009.0
Battlefield 4,X360,Electronic Arts,Shooter,79.0,5.6,2013.0
Battlefield: Bad Company 2,X360,Electronic Arts,Shooter,88.0,8.6,2010.0
Guitar Hero: On Tour,DS,Activision,Misc,71.0,8.8,2008.0
Clubhouse Games,DS,Nintendo,Misc,83.0,8.4,2006.0
Borderlands,X360,Take-Two Interactive,Shooter,84.0,8.2,2009.0
Tekken 4,PS2,Namco Bandai Games,Fighting,79.0,8.3,2002.0
Grand Theft Auto 2,PS,Take-Two Interactive,Action,70.0,8.0,1998.0
Metal Gear Solid V: The Phantom Pain,PS4,Konami Digital Entertainment,Action,93.0,8.2,2015.0
Spider-Man 2,PS2,Activision,Action,80.0,8.9,2004.0
FIFA Soccer 2003,PS2,Electronic Arts,Sports,88.0,6.7,2002.0
LittleBigPlanet 2,PS3,Sony Computer Entertainment,Platform,91.0,8.4,2011.0
Crash Bash,PS,Sony Computer Entertainment,Misc,68.0,8.2,2000.0
Assassin's Creed Syndicate,PS4,Ubisoft,Action,76.0,6.8,2015.0
LEGO Batman: The Videogame,X360,Warner Bros. Interactive Entertainment,Action,76.0,7.9,2008.0
Destiny,XOne,Activision,Shooter,75.0,5.5,2014.0
Far Cry 3,PS3,Ubisoft,Shooter,90.0,8.5,2012.0
James Bond 007: Nightfire,PS2,Electronic Arts,Shooter,77.0,8.5,2002.0
Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,Action,60.0,7.2,2005.0
The Legend of Zelda: Spirit Tracks,DS,Nintendo,Action,87.0,7.8,2009.0
Max Payne,PS2,Take-Two Interactive,Shooter,80.0,8.5,2001.0
Assassin's Creed IV: Black Flag,X360,Ubisoft,Action,86.0,7.9,2013.0
The Lord of the Rings: The Return of the King,PS2,Electronic Arts,Action,85.0,8.7,2003.0
Gears of War: Ultimate Edition,XOne,Microsoft Game Studios,Shooter,82.0,7.5,2015.0
True Crime: Streets of LA,PS2,Activision,Action,77.0,8.0,2003.0
Professor Layton and the Unwound Future,DS,Nintendo,Puzzle,86.0,9.2,2008.0
FIFA 16,XOne,Electronic Arts,Sports,84.0,4.4,2015.0
Wii Music,Wii,Nintendo,Misc,63.0,4.6,2008.0
Madden NFL 16,PS4,Electronic Arts,Sports,83.0,5.9,2015.0
Gran Turismo 6,PS3,Sony Computer Entertainment,Racing,81.0,7.7,2013.0
Halo: The Master Chief Collection,XOne,Microsoft Game Studios,Shooter,85.0,7.2,2014.0
Super Mario Maker,WiiU,Nintendo,Platform,88.0,8.7,2015.0
God of War: Chains of Olympus,PSP,Sony Computer Entertainment,Action,91.0,8.6,2008.0
Enter the Matrix,PS2,Atari,Action,62.0,8.1,2003.0
Crisis Core: Final Fantasy VII,PSP,Square Enix,Role-Playing,83.0,8.0,2007.0
Dance Central,X360,MTV Games,Misc,82.0,7.6,2010.0
L.A. Noire,PS3,Take-Two Interactive,Adventure,89.0,7.7,2011.0
Ace Combat 04: Shattered Skies,PS2,Sony Computer Entertainment Europe,Simulation,89.0,9.1,2001.0
Animal Crossing,GC,Nintendo,Simulation,87.0,8.9,2001.0
FIFA Soccer 08,PS2,Electronic Arts,Sports,83.0,6.5,2007.0
Spider-Man,PS,Activision,Action,87.0,9.0,2000.0
Mario Party 9,Wii,Nintendo,Misc,73.0,6.8,2012.0
Sonic Rush,DS,Sega,Platform,82.0,8.5,2005.0
Rhythm Heaven,DS,Nintendo,Misc,83.0,9.0,2008.0
Fallout: New Vegas,PS3,Bethesda Softworks,Role-Playing,82.0,7.8,2010.0
Personal Trainer: Cooking,DS,Nintendo,Misc,81.0,7.8,2006.0
The Elder Scrolls IV: Oblivion,PS3,Ubisoft,Role-Playing,93.0,8.0,2007.0
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,91.0,8.9,2013.0
Resident Evil 6,PS3,Capcom,Shooter,74.0,5.4,2012.0
Mass Effect 2,X360,Electronic Arts,Role-Playing,96.0,8.9,2010.0
Dragon Ball Z: Budokai,PS2,Atari,Fighting,67.0,7.9,2002.0
Madden NFL 2002,PS2,Electronic Arts,Sports,94.0,7.9,2001.0
The Sims: Vacation,PC,Electronic Arts,Simulation,75.0,7.8,2002.0
Animal Crossing: Happy Home Designer,3DS,Nintendo,Simulation,66.0,6.9,2015.0
The Sims 4,PC,Electronic Arts,Simulation,70.0,3.9,2014.0
Borderlands 2,X360,Take-Two Interactive,Shooter,89.0,8.2,2012.0
LEGO Batman: The Videogame,DS,Warner Bros. Interactive Entertainment,Action,72.0,8.0,2008.0
Kung Fu Panda,X360,Activision,Action,75.0,7.4,2008.0
Mass Effect 3,X360,Electronic Arts,Role-Playing,93.0,5.8,2012.0
Heavy Rain,PS3,Sony Computer Entertainment,Adventure,87.0,7.7,2010.0
Saints Row 2,X360,THQ,Action,81.0,8.1,2008.0
Tom Clancy's Splinter Cell,XB,Ubisoft,Action,93.0,8.5,2002.0
FIFA 14,PS4,Electronic Arts,Sports,87.0,6.3,2013.0
Killzone 2,PS3,Sony Computer Entertainment,Shooter,91.0,8.1,2009.0
Far Cry 3,X360,Ubisoft,Shooter,91.0,8.6,2012.0
Epic Mickey,Wii,Disney Interactive Studios,Platform,73.0,7.0,2010.0
NBA 2K13,X360,Take-Two Interactive,Sports,88.0,7.2,2012.0
Dragon Ball Z: Budokai Tenkaichi 3,PS2,Atari,Fighting,73.0,9.2,2007.0
The Sims: Livin Large,PC,Electronic Arts,Misc,82.0,6.6,2000.0
World Soccer Winning Eleven 6 International,PS2,Konami Digital Entertainment,Sports,93.0,9.1,2002.0
Devil May Cry,PS2,Capcom,Action,94.0,8.5,2001.0
Star Wars: The Old Republic,PC,Electronic Arts,Role-Playing,85.0,5.9,2011.0
Middle-Earth: Shadow of Mordor,PS4,Warner Bros. Interactive Entertainment,Action,84.0,8.1,2014.0
Sonic Heroes,PS2,Sega,Platform,64.0,7.8,2003.0
Hitman 2: Silent Assassin,PS2,Eidos Interactive,Action,85.0,7.8,2002.0
Titanfall,XOne,Electronic Arts,Shooter,86.0,6.4,2014.0
Battlefield: Bad Company 2,PS3,Electronic Arts,Shooter,88.0,8.5,2010.0
SOCOM II: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Shooter,87.0,9.0,2003.0
Pac-Man Collection,GBA,Atari,Puzzle,79.0,7.8,2001.0
Street Fighter IV,X360,Capcom,Fighting,93.0,7.3,2009.0
inFAMOUS,PS3,Sony Computer Entertainment,Action,85.0,8.3,2009.0
Kirby Super Star Ultra,DS,Nintendo,Platform,76.0,8.8,2008.0
Call of Duty: Ghosts,XOne,Activision,Shooter,78.0,4.3,2013.0
Mass Effect,X360,Microsoft Game Studios,Role-Playing,91.0,8.7,2007.0
Sonic Mega Collection Plus,PS2,Sega,Misc,73.0,8.6,2004.0
World Soccer Winning Eleven 7 International,PS2,Konami Digital Entertainment,Sports,93.0,9.0,2003.0
Sega Superstars Tennis,X360,Sega,Sports,67.0,6.8,2008.0
Hot Shots Golf 3,PS2,Sony Computer Entertainment,Sports,85.0,8.9,2001.0
Cooking Mama: Cook Off,Wii,505 Games,Simulation,61.0,5.3,2007.0
Call of Duty: Finest Hour,PS2,Activision,Shooter,76.0,7.7,2004.0
WarioWare: Smooth Moves,Wii,Nintendo,Puzzle,83.0,7.4,2006.0
Madden NFL 13,X360,Electronic Arts,Sports,81.0,5.8,2012.0
The Elder Scrolls III: Morrowind,XB,Ubisoft,Role-Playing,87.0,8.7,2002.0
Assassin's Creed IV: Black Flag,PS4,Ubisoft,Action,83.0,7.8,2013.0
Mortal Kombat,PS3,Warner Bros. Interactive Entertainment,Fighting,84.0,8.4,2011.0
Madden NFL 10,X360,Electronic Arts,Sports,85.0,6.1,2009.0
BioShock,X360,Take-Two Interactive,Shooter,96.0,8.9,2007.0
Metroid Prime,GC,Nintendo,Shooter,97.0,9.3,2002.0
Assassin's Creed: Brotherhood,PS3,Ubisoft,Action,90.0,8.2,2010.0
Medal of Honor,PS3,Electronic Arts,Shooter,75.0,7.5,2010.0
inFAMOUS: Second Son,PS4,Sony Computer Entertainment,Action,80.0,7.9,2014.0
NBA Street,PS2,Electronic Arts,Sports,89.0,8.6,2001.0
Jak II,PS2,Sony Computer Entertainment,Platform,87.0,8.2,2003.0
Need for Speed: Hot Pursuit,PS3,Electronic Arts,Racing,89.0,7.2,2010.0
Skylanders: Spyro's Adventure,Wii,Activision,Action,81.0,5.6,2011.0
Battlefield 3,PC,Electronic Arts,Shooter,89.0,7.5,2011.0
Mortal Kombat X,PS4,Warner Bros. Interactive Entertainment,Fighting,83.0,7.7,2015.0
The Sims,PS2,Electronic Arts,Simulation,83.0,7.7,2003.0
Killzone 3,PS3,Sony Computer Entertainment,Shooter,84.0,7.9,2011.0
Star Wars: The Force Unleashed,X360,LucasArts,Action,73.0,6.7,2008.0
Yoshi's Island DS,DS,Nintendo,Platform,81.0,7.4,2006.0
Saints Row: The Third,X360,THQ,Action,84.0,7.6,2011.0
Tekken 6,PS3,Namco Bandai Games,Fighting,79.0,7.4,2009.0
Sonic and the Secret Rings,Wii,Sega,Platform,69.0,6.6,2007.0
The Legend of Zelda: A Link to the Past,GBA,Nintendo,Action,95.0,9.1,2002.0
Onimusha: Warlords,PS2,Virgin Interactive,Action,86.0,8.2,2001.0
L.A. Noire,X360,Take-Two Interactive,Adventure,89.0,7.8,2011.0
Call of Duty 3,X360,Activision,Shooter,82.0,6.5,2006.0
Madden NFL 12,X360,Electronic Arts,Sports,78.0,5.9,2011.0
LEGO Star Wars II: The Original Trilogy,PS2,LucasArts,Action,84.0,9.0,2006.0
Killzone: Shadow Fall,PS4,Sony Computer Entertainment,Shooter,73.0,6.8,2013.0
Madden NFL 11,X360,Electronic Arts,Sports,84.0,5.7,2010.0
Burnout 3: Takedown,PS2,Electronic Arts,Racing,93.0,9.1,2004.0
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Nintendo,Puzzle,79.0,7.7,2010.0
Professor Layton and the Last Specter,DS,Nintendo,Puzzle,83.0,8.7,2009.0
Call Of Duty 2: Big Red One,PS2,Activision,Shooter,77.0,8.2,2005.0
Medal of Honor,PS,Electronic Arts,Shooter,92.0,8.6,1998.0
Fable,XB,Microsoft Game Studios,Role-Playing,85.0,8.5,2004.0
Guitar Hero: World Tour,X360,Activision,Misc,85.0,6.3,2008.0
FIFA 17,XOne,Electronic Arts,Sports,84.0,5.5,2016.0
Tom Clancy's Splinter Cell,PS2,Ubisoft,Action,89.0,7.7,2003.0
Need for Speed: Shift,PS3,Electronic Arts,Racing,84.0,6.9,2009.0
Medal of Honor Heroes,PSP,Electronic Arts,Shooter,71.0,7.9,2006.0
Final Fantasy XIII-2,PS3,Square Enix,Role-Playing,79.0,6.6,2011.0
Midnight Club: Street Racing,PS2,Take-Two Interactive,Racing,78.0,7.8,2000.0
Skate 3,X360,Electronic Arts,Sports,80.0,8.0,2010.0
ESPN NFL 2K5,PS2,Sega,Sports,90.0,8.2,2004.0
Halo Wars,X360,Microsoft Game Studios,Strategy,82.0,7.2,2009.0
NBA 2K12,X360,Take-Two Interactive,Sports,90.0,7.7,2011.0
FIFA Soccer 10,X360,Electronic Arts,Sports,90.0,7.5,2009.0
Medal of Honor,X360,Electronic Arts,Shooter,74.0,6.7,2010.0
Harry Potter and the Chamber of Secrets,PS2,Electronic Arts,Action,71.0,7.6,2002.0
God of War Collection,PS3,Sony Computer Entertainment,Action,91.0,8.7,2009.0
NBA Live 2005,PS2,Electronic Arts,Sports,84.0,8.1,2004.0
Mario Strikers Charged,Wii,Nintendo,Sports,79.0,8.0,2007.0
FIFA Soccer 09,PS3,Electronic Arts,Sports,87.0,7.5,2008.0
Style Savvy,DS,Nintendo,Simulation,73.0,7.7,2008.0
WWE SmackDown vs. RAW 2007,PS2,THQ,Fighting,80.0,8.6,2006.0
LEGO Star Wars: The Complete Saga,X360,LucasArts,Action,80.0,7.4,2007.0
Madden NFL 08,PS2,Electronic Arts,Sports,78.0,7.8,2007.0
Monster Hunter Freedom 2,PSP,Capcom,Role-Playing,72.0,8.7,2007.0
Sonic Adventure 2 Battle,GC,Sega,Platform,73.0,8.3,2001.0
Madden NFL 13,PS3,Electronic Arts,Sports,83.0,5.5,2012.0
Dragon Age: Origins,X360,Electronic Arts,Role-Playing,86.0,7.9,2009.0
PokÃƒÂ©mon Colosseum,GC,Nintendo,Role-Playing,73.0,8.0,2003.0
LittleBigPlanet,PSP,Sony Computer Entertainment,Platform,87.0,7.8,2009.0
Madden NFL 09,X360,Electronic Arts,Sports,83.0,7.0,2008.0
Crazy Taxi,PS2,Acclaim Entertainment,Racing,80.0,7.9,2001.0
Art Academy,DS,Nintendo,Misc,75.0,8.0,2010.0
NBA 2K14,X360,Take-Two Interactive,Sports,87.0,4.9,2013.0
Skylanders Giants,Wii,Activision,Action,78.0,7.0,2012.0
Deca Sports,Wii,Konami Digital Entertainment,Sports,50.0,5.4,2008.0
Marvel: Ultimate Alliance,X360,Activision,Role-Playing,82.0,7.5,2006.0
Mortal Kombat: Deadly Alliance,PS2,Midway Games,Fighting,79.0,8.8,2002.0
Game Party,Wii,Midway Games,Misc,25.0,4.3,2007.0
Bloodborne,PS4,Sony Computer Entertainment,Action,92.0,8.6,2015.0
Mario Party 4,GC,Nintendo,Misc,70.0,7.4,2002.0
Pure,X360,Disney Interactive Studios,Racing,85.0,7.7,2008.0
NBA 2K13,PS3,Take-Two Interactive,Sports,90.0,8.0,2012.0
Saints Row: The Third,PS3,THQ,Action,82.0,7.7,2011.0
Resistance 2,PS3,Sony Computer Entertainment,Shooter,87.0,6.1,2008.0
NBA 2K15,PS4,Take-Two Interactive,Sports,83.0,7.0,2014.0
Final Fantasy Tactics,PS,SquareSoft,Role-Playing,83.0,8.2,1997.0
Midnight Club: Los Angeles,PS3,Take-Two Interactive,Racing,82.0,8.2,2008.0
The Sims: Bustin' Out,PS2,Electronic Arts,Simulation,81.0,8.4,2003.0
LEGO Harry Potter: Years 1-4,Wii,Warner Bros. Interactive Entertainment,Action,79.0,8.0,2010.0
Call of Duty: Infinite Warfare,XOne,Activision,Shooter,78.0,3.1,2016.0
Madden NFL 16,XOne,Electronic Arts,Sports,84.0,6.1,2015.0
Tom Clancy's Rainbow Six: Vegas 2,X360,Ubisoft,Shooter,82.0,7.8,2008.0
Need for Speed Carbon: Own the City,PSP,Electronic Arts,Racing,73.0,7.9,2006.0
Dragon Ball Z: Budokai 2,PS2,Atari,Fighting,66.0,8.2,2003.0
pro evolution soccer 2011,PS3,Konami Digital Entertainment,Sports,77.0,6.8,2010.0
ATV Offroad Fury,PS2,Sony Computer Entertainment,Racing,82.0,8.4,2001.0
Need for Speed: ProStreet,PS2,Electronic Arts,Racing,62.0,6.2,2007.0
Halo: Combat Evolved Anniversary,X360,Microsoft Game Studios,Shooter,82.0,8.1,2011.0
Guitar Hero,PS2,RedOctane,Misc,91.0,8.7,2005.0
Madden NFL 11,PS3,Electronic Arts,Sports,83.0,6.1,2010.0
Dead Island,X360,Deep Silver,Action,71.0,6.9,2011.0
Half-Life 2,PC,Vivendi Games,Shooter,96.0,9.1,2004.0
The Incredibles,PS2,THQ,Action,62.0,7.6,2004.0
Madden NFL 08,X360,Electronic Arts,Sports,85.0,6.4,2007.0
Tony Hawk's Underground 2,PS2,Activision,Sports,83.0,8.8,2004.0
Zumba Fitness,X360,505 Games,Sports,42.0,5.5,2010.0
Madden NFL 10,PS3,Electronic Arts,Sports,85.0,6.8,2009.0
Midnight Club: Los Angeles,X360,Take-Two Interactive,Racing,81.0,8.5,2008.0
Kinect: Disneyland Adventures,X360,Microsoft Game Studios,Misc,73.0,2.9,2011.0
WWE SmackDown vs Raw 2008,PS2,THQ,Fighting,71.0,7.2,2007.0
The Legend of Zelda: Majora's Mask 3D,3DS,Nintendo,Action,89.0,9.0,2015.0
Resident Evil - Code: Veronica X,PS2,Capcom,Action,84.0,8.4,2001.0
NBA 2K16,XOne,Take-Two Interactive,Sports,86.0,6.2,2015.0
Kinect Sports: Season Two,X360,Microsoft Game Studios,Sports,66.0,6.5,2011.0
James Bond 007: Everything or Nothing,PS2,Electronic Arts,Shooter,84.0,9.1,2004.0
Need For Speed: High Stakes,PS,Electronic Arts,Racing,86.0,8.5,1999.0
Guild Wars 2,PC,NCSoft,Action,90.0,7.9,2012.0
Paper Mario: Sticker Star,3DS,Nintendo,Role-Playing,75.0,5.6,2012.0
Batman: Arkham Origins,PS3,Warner Bros. Interactive Entertainment,Action,76.0,7.7,2013.0
LEGO Star Wars: The Complete Saga,PS3,LucasArts,Action,80.0,6.7,2007.0
Need for Speed Underground 2,XB,Electronic Arts,Racing,77.0,8.7,2004.0
Pro Evolution Soccer 2010,PS3,Konami Digital Entertainment,Sports,78.0,6.7,2009.0
FIFA Soccer 09,PS2,Electronic Arts,Sports,82.0,6.9,2008.0
LEGO Harry Potter: Years 1-4,DS,Warner Bros. Interactive Entertainment,Action,72.0,7.2,2010.0
The Sims 3,X360,Electronic Arts,Simulation,76.0,7.1,2010.0
Pokemon Ranger: Shadows of Almia,DS,Nintendo,Role-Playing,68.0,8.2,2008.0
Dead Island,PS3,Deep Silver,Action,71.0,6.6,2011.0
Kirby: Nightmare in Dream Land,GBA,Nintendo,Platform,81.0,8.9,2002.0
Wario Land 4,GBA,Nintendo,Platform,88.0,8.9,2001.0
Sonic's Ultimate Genesis Collection,PS3,Sega,Misc,80.0,8.6,2009.0
Far Cry: Primal,PS4,Ubisoft,Action,76.0,6.3,2016.0
Battlefield 1,XOne,Electronic Arts,Shooter,87.0,8.2,2016.0
Onimusha 2: Samurai's Destiny,PS2,Capcom,Adventure,84.0,9.0,2002.0
Paper Mario: The Thousand-Year Door,GC,Nintendo,Role-Playing,87.0,9.4,2004.0
Madden NFL 12,PS3,Electronic Arts,Sports,79.0,5.5,2011.0
God of War: Ascension,PS3,Sony Computer Entertainment,Action,80.0,7.5,2013.0
Guitar Hero III: Legends of Rock,PS3,Activision,Misc,83.0,7.8,2007.0
Sonic Advance,GBA,Sega,Platform,87.0,8.1,2001.0
Super Monkey Ball: Banana Blitz,Wii,Sega,Misc,74.0,5.7,2006.0
New Super Luigi U,WiiU,Nintendo,Platform,77.0,7.9,2013.0
Spyro: Season of Ice,GBA,Vivendi Games,Platform,74.0,8.0,2001.0
Dissidia: Final Fantasy,PSP,Square Enix,Fighting,79.0,8.0,2008.0
Madden NFL 25,X360,Electronic Arts,Sports,80.0,5.6,2013.0
Borderlands 2,PS3,Take-Two Interactive,Shooter,91.0,8.2,2012.0
Prince of Persia: The Sands of Time,PS2,Ubisoft,Action,92.0,8.8,2003.0
Monster Hunter Tri,Wii,Nintendo,Role-Playing,84.0,8.6,2009.0
LEGO Marvel Super Heroes,X360,Warner Bros. Interactive Entertainment,Action,80.0,7.6,2013.0
Tom Clancy's Rainbow Six: Siege,PS4,Ubisoft,Shooter,73.0,7.3,2015.0
Star Wars: The Force Unleashed,PS3,LucasArts,Action,71.0,6.6,2008.0
Guitar Hero II,X360,Activision,Misc,92.0,8.1,2007.0
Forza Motorsport 5,XOne,Microsoft Game Studios,Racing,79.0,5.9,2013.0
Rock Band 2,X360,Electronic Arts,Misc,92.0,8.3,2008.0
Need for Speed: Hot Pursuit,X360,Electronic Arts,Racing,88.0,7.0,2010.0
LEGO Indiana Jones: The Original Adventures,DS,Activision,Action,80.0,7.9,2008.0
BioShock 2,X360,Take-Two Interactive,Shooter,88.0,8.2,2010.0
Star Wars: Knights of the Old Republic,XB,Activision,Role-Playing,94.0,9.2,2003.0
Madden NFL 15,PS4,Electronic Arts,Sports,81.0,6.1,2014.0
Pro Evolution Soccer 2012,PS3,Konami Digital Entertainment,Action,80.0,6.6,2011.0
Saints Row,X360,THQ,Action,81.0,7.5,2006.0
ATV Offroad Fury 2,PS2,THQ,Racing,82.0,8.9,2002.0
FIFA 15,XOne,Electronic Arts,Sports,82.0,5.4,2014.0
Tom Clancy's The Division,XOne,Ubisoft,Shooter,80.0,6.9,2016.0
Final Fantasy XIII,X360,Square Enix,Role-Playing,82.0,6.3,2010.0
The Sims: House Party,PC,Electronic Arts,Simulation,74.0,7.9,2001.0
Scribblenauts,DS,Warner Bros. Interactive Entertainment,Puzzle,79.0,7.6,2009.0
Sonic Unleashed,Wii,Sega,Platform,66.0,7.3,2008.0
Pokemon Ranger,DS,Nintendo,Role-Playing,69.0,7.6,2006.0
Overwatch,PS4,Activision,Shooter,90.0,6.1,2016.0
Hitman: Absolution,PS3,Square Enix,Action,83.0,7.5,2012.0
Call of Duty: Roads to Victory,PSP,Activision,Shooter,64.0,7.5,2007.0
Dance Dance Revolution Extreme,PS2,Konami Digital Entertainment,Simulation,77.0,9.0,2004.0
Final Fantasy Tactics Advance,GBA,SquareSoft,Role-Playing,87.0,7.8,2003.0
Your Shape featuring Jenny McCarthy,Wii,Ubisoft,Sports,62.0,5.2,2009.0
Project Gotham Racing,XB,Microsoft Game Studios,Racing,85.0,8.2,2001.0
NBA 2K12,PS3,Take-Two Interactive,Sports,90.0,6.7,2011.0
Need for Speed: Hot Pursuit 2,PS2,Electronic Arts,Racing,89.0,8.5,2002.0
Dynasty Warriors 4,PS2,Tecmo Koei,Action,78.0,9.3,2003.0
NBA 2K14,PS3,Take-Two Interactive,Sports,84.0,4.9,2013.0
Parasite Eve,PS,SquareSoft,Role-Playing,81.0,8.9,1998.0
Tetris DS,DS,Nintendo,Puzzle,84.0,8.7,2006.0
Battlefield: Hardline,PS4,Electronic Arts,Shooter,73.0,5.0,2015.0
Mortal Kombat,X360,Warner Bros. Interactive Entertainment,Fighting,86.0,8.3,2011.0
Borderlands,PS3,Take-Two Interactive,Shooter,83.0,7.9,2009.0
Devil May Cry 3: Dante's Awakening,PS2,Capcom,Action,84.0,9.0,2005.0
NBA 2K11,X360,Take-Two Interactive,Action,89.0,8.1,2010.0
Dying Light,PS4,Warner Bros. Interactive Entertainment,Action,74.0,7.9,2015.0
Dead Rising,X360,Capcom,Action,85.0,7.6,2006.0
World of Warcraft: Cataclysm,PC,Activision,Role-Playing,90.0,5.6,2010.0
Tetris Worlds,PS2,THQ,Puzzle,44.0,6.2,2002.0
Final Fantasy III,DS,Square Enix,Role-Playing,77.0,7.1,2006.0
Mario Party 5,GC,Nintendo,Misc,69.0,8.2,2003.0
Portal 2,X360,Valve Software,Shooter,95.0,8.5,2011.0
Mario Sports Mix,Wii,Nintendo,Sports,64.0,7.1,2010.0
Need for Speed: Most Wanted 5-1-0,PSP,Electronic Arts,Racing,72.0,7.8,2005.0
The Sims 2: Pets,DS,Electronic Arts,Simulation,49.0,5.2,2006.0
Dance Dance Revolution: Hottest Party,Wii,Konami Digital Entertainment,Simulation,73.0,7.1,2007.0
DriveClub,PS4,Sony Computer Entertainment,Racing,71.0,6.1,2014.0
UFC 2009 Undisputed,X360,THQ,Fighting,83.0,7.9,2009.0
